,Gaia_ID,Ascension,Declination,Distance_50,Binary
264,423027104407576576,2.8747349,59.1392266,0.00931,NaN
265,4976745495423670400,2.877106,-49.2603868,0.0389,NaN
266,4919232000676748928,2.9002598,-57.472848,0.03715,NaN
267,2443655663495365120,2.9018621,-5.4805018,0.04165,NaN
268,4996711836306613120,2.9277661,-39.2305054,0.0349,NaN
269,2335145170188589568,2.9306537,-26.8253407,0.03835,NaN
270,2309813109479463040,2.9343521,-35.1325572,0.02172,NaN
271,529077268643979904,2.9400085,68.6233013,0.03018,NaN
272,4922896226255834112,2.9529683,-55.3656094,0.03493,NaN
273,2848646203058386560,2.9715547,22.9836654,0.02048,NaN
274,2416191958978391808,2.9757761,-16.6787646,0.04175,NaN
275,2875557677861519744,2.9822068,33.0529614,0.02094,NaN
276,2321059739041971328,2.9971722,-29.5469575,0.04484,NaN
277,2546762984866318080,3.0124938,2.1068708,0.02376,NaN
278,2856765684112654336,3.0181787,27.0985895,0.02592,NaN
279,4918456948058444928,3.0293493,-57.8950157,0.03531,NaN
280,2546263428630086912,3.0355249,0.4331093,0.04584,NaN
281,395234439752169344,3.0582193,50.4199749,0.01087,NaN
282,4919537596189784064,3.0642048,-56.6282432,0.04174,NaN
283,429747422558215040,3.0748396,61.7117932,0.03368,NaN
284,429747422558215168,3.0760023,61.7116971,0.03349,NaN
285,395797630219580032,3.1009284,51.9881063,0.03212,NaN
286,2752191167555777536,3.1036428,9.2202804,0.0381,NaN
287,2768404669096691072,3.1277552,14.5632144,0.04415,NaN
288,2798963773725349248,3.140545,21.7121649,0.0313,NaN
289,2875786135761519488,3.1430084,34.2654354,0.04527,NaN
290,2336841716630139264,3.1580692,-24.2201461,0.03836,NaN
291,4992049700846327552,3.1869218,-43.4201186,0.03729,NaN
292,420542276842182784,3.2016348,54.6653026,0.03223,NaN
293,4918476567469050624,3.2083837,-57.9124541,0.02065,NaN
294,4995437090013332864,3.2389343,-41.5796173,0.03334,NaN
295,395368374014574848,3.2403752,50.988318,0.03401,NaN
296,383030719672118528,3.2591715,40.2041039,0.03821,NaN
297,4990906895948872704,3.2603463,-45.1775187,0.03884,NaN
298,2742288759677191168,3.2878529,5.594374,0.04215,NaN
299,2798587122272590080,3.2892704,20.3824297,0.04158,NaN
300,531152287604812672,3.2986813,70.3985767,0.03171,NaN
301,2769310769757235968,3.299925,15.3539494,0.03631,NaN
302,530438704553073280,3.325006,69.3256804,0.02052,NaN
303,4922635122307604096,3.3292947,-55.8007699,0.04306,NaN
304,2856814406221740032,3.3314416,27.5580968,0.04135,NaN
305,379840005647725312,3.3330547,39.1457179,0.03686,NaN
306,395237463409216768,3.3399073,50.4415881,0.04062,NaN
307,2797598283362162944,3.3547412,19.0707739,0.03399,NaN
308,420531621029108608,3.3578504,54.6353462,0.03229,NaN
309,383275940831929728,3.3777719,41.03472,0.03721,NaN
310,4996401292991097600,3.3795536,-40.3580457,0.03564,NaN
311,2541549062071571968,3.3889996,-2.2227644,0.03883,NaN
312,2316384924838313472,3.3946999,-32.4022643,0.04415,NaN
313,4689437162849203200,3.4006729,-73.0046583,0.0401,NaN
314,4689437162848519040,3.4021397,-73.0038545,0.04003,NaN
315,2545505281002947200,3.415001,0.3226785,0.03999,NaN
316,565169459378433152,3.418168,80.666611,0.01924,NaN
317,565169459376414592,3.4357892,80.6645164,0.01924,NaN
318,386130277311206272,3.441973,45.9107017,0.03225,NaN
319,4996458845552956928,3.4465746,-39.626633,0.03585,NaN
320,2444078253918146944,3.446864,-4.9610517,0.02346,NaN
321,2876427357199501056,3.4550345,35.6167943,0.02716,NaN
322,4689789625044431616,3.4612029,-71.8328388,0.01879,NaN
323,2335390189483121152,3.4683898,-25.5583394,0.0424,NaN
324,4688292536884945536,3.4722713,-74.6885102,0.04587,NaN
325,2361294885296927488,3.4911166,-22.5892726,0.02646,NaN
326,2427612444524704256,3.5012073,-10.9536058,0.04237,NaN
327,2308375425011229952,3.5012926,-36.5058017,0.04149,NaN
328,2427582693283953792,3.5205753,-11.3124379,0.04294,NaN
329,2316363175123938560,3.524619,-32.7667156,0.03284,NaN
330,2309950995109225984,3.5289029,-34.5382186,0.03944,NaN
331,429751270848902016,3.5356063,61.807243,0.03978,NaN
332,4996430803710813184,3.5369539,-40.030357,0.03784,NaN
333,2431157720981843200,3.5431895,-7.1994169,0.04571,NaN
334,2418116963320446720,3.5508042,-13.1868128,0.01856,NaN
335,392745626459688320,3.5766663,47.9684195,0.04536,NaN
336,2445059464966945664,3.5796816,-3.8197954,0.04515,NaN
337,2748836729377063680,3.5982368,7.7618705,0.03131,NaN
338,4990918715698847488,3.6180091,-44.9590235,0.04233,NaN
339,2431207989279072640,3.6303753,-7.0322649,0.03479,NaN
340,2858629802997575936,9.8244371,30.8644584,0.03234,NaN
341,2364591637768420352,3.6883923,-20.6429657,0.03163,NaN
342,4905813212878537216,3.6994411,-60.0635275,0.04328,NaN
343,4977142934516994176,3.738248,-48.7367776,0.0197,NaN
344,2548233684748099712,3.7440904,2.2184195,0.04426,NaN
345,4689442248089776000,3.7582454,-72.8430681,0.03471,NaN
346,2860685168187747712,3.7758462,29.9268594,0.035,NaN
347,4906082150846190208,3.7959615,-59.3320926,0.0315,NaN
348,2797697273768502400,3.8075614,19.7945722,0.03464,NaN
349,2545590733671247744,3.8088305,0.3677067,0.04272,NaN
350,2545590733672998912,3.810274,0.3681644,0.0431,NaN
351,383847961754087040,3.8140055,42.6573618,0.02786,NaN
352,383847931689806208,3.8244803,42.6658163,0.04276,NaN
353,385502112574538624,3.8297972,43.7431198,0.04292,NaN
354,2316067062898473088,3.8404182,-33.4972248,0.04407,NaN
355,2445102689517856640,3.8583145,-3.3084141,0.03313,NaN
356,2876610975641008768,3.8592363,36.3085885,0.04008,NaN
357,4973694762971918208,3.8911239,-50.6918886,0.04172,NaN
358,2741320811487251328,3.8942155,4.5482726,0.04213,NaN
359,2309152131192453632,3.8947843,-35.1972993,0.03972,NaN
360,2320267025518037760,3.9035255,-29.7671707,0.03626,NaN
361,537194035279352064,3.906637,72.284312,0.02562,NaN
362,392350008432819328,3.9121438,47.589342,0.0115,NaN
363,2876239130257160960,3.9368574,35.2662572,0.01702,NaN
364,4706483132131647232,3.9377464,-67.9939512,0.01877,NaN
365,4906784051581971328,10.1186791,-59.452681,0.02519,NaN
366,2768048564768256512,3.958002,13.5576632,0.01217,NaN
367,2322804973232699264,3.9679907,-28.1304525,0.04511,NaN
368,4706483441369292288,3.9712935,-67.9983066,0.01877,NaN
369,422955911028411776,3.9723541,58.6831148,0.04584,NaN
370,422926945768252288,3.9826182,58.4941167,0.04517,NaN
371,2368212771939556992,3.991428,-16.6159782,0.01783,NaN
372,4977352700720504192,4.0079181,-48.2619588,0.02461,NaN
373,2876191821192455552,4.0162504,34.8778057,0.04563,NaN
374,2848716674881969408,4.0207152,23.3189631,0.038,NaN
375,2848716674881969536,4.0215,23.3188833,0.03794,NaN
376,4995100914332832384,4.0389832,-42.6516082,0.02626,NaN
377,2541604557345042432,4.0440304,-1.96786,0.03698,NaN
378,2417069815934357376,4.0451017,-14.5918703,0.03221,NaN
379,2417069815933263360,4.0452006,-14.5919469,0.03348,NaN
380,2417069815934357248,4.0460158,-14.5911396,0.03256,NaN
381,2860850090635965312,4.0492635,30.5327913,0.03987,NaN
382,4634528720387797120,4.0628984,-79.8503335,0.01759,NaN
383,4634528720388462592,4.0637745,-79.8514296,0.01755,NaN
384,2797745549200763520,4.0643207,19.8570415,0.01536,NaN
385,2797745549200773120,4.0706506,19.8606923,0.01537,NaN
386,2367899071824176384,4.0779987,-17.1461011,0.02471,NaN
387,2319539492417874304,4.0823609,-31.4619741,0.02874,NaN
388,379514825083620480,4.106655,38.0200282,0.03534,NaN
389,4918207530717726720,4.1441031,-58.3078682,0.03844,NaN
390,4973763482448692096,4.1547082,-50.2678225,0.02368,NaN
391,4924503128140880512,4.1579022,-52.6933053,0.02283,NaN
392,2876143889356528000,4.1582442,34.8102585,0.04266,NaN
393,2860677398591440768,4.1696611,30.0168188,0.03978,NaN
394,383474819290674944,4.1890429,41.0693123,0.04192,NaN
395,566775227389356800,4.2074022,81.6626337,0.03409,NaN
396,2752295311921528448,4.2184769,8.8449576,0.04064,NaN
397,566775227390650752,4.2186494,81.6635341,0.03374,NaN
398,2849222072273182080,4.2225235,24.3458039,0.04028,NaN
399,4924503334299333888,4.2268648,-52.6503353,0.02943,NaN
400,2741452134407577216,4.2341679,5.1212284,0.01781,NaN
401,2797755371790591616,4.2376085,20.0654748,0.03412,NaN
402,2797755376085990144,4.237914,20.0653901,0.03432,NaN
403,4995583325059035008,4.2493296,-40.9482308,0.03467,NaN
404,428970308352142336,4.258866,59.0789485,0.04364,NaN
405,383426372059603712,4.2798963,40.9486684,0.01469,NaN
406,392678418811924736,4.294195,47.7729765,0.04478,NaN
407,419763960053555968,4.3000322,54.3291178,0.03927,NaN
408,2368704807688928128,4.3030613,-15.7285503,0.04415,NaN
409,4991799939908381568,4.3109422,-43.6785354,0.0339,NaN
410,4995537965909399552,4.3115578,-40.9131216,0.03846,NaN
411,2316426946798199424,4.3166205,-32.3316874,0.02951,NaN
412,4991747403868417792,4.3213049,-43.8528015,0.03624,NaN
413,2444248815659551616,4.3281113,-4.1021784,0.04179,NaN
414,2860379125997924480,4.3382022,29.1849049,0.02284,NaN
415,2797356528242500480,4.346317,18.8591955,0.03782,NaN
416,2797356528243572864,4.3467419,18.859362,0.03812,NaN
417,4707563810327288192,4.3492471,-66.7535005,0.03682,NaN
418,2361245789525453056,4.3630293,-22.0423946,0.03261,NaN
419,2428541639221790848,4.3691986,-8.7401341,0.02966,NaN
420,4924150425426135424,4.3828621,-53.8431545,0.03181,NaN
421,2425001624096998912,4.4166173,-10.7760489,0.03835,NaN
422,2541701073850189312,4.4210456,-1.3780105,0.03418,NaN
423,2428543391568696960,4.4218045,-8.6821699,0.03204,NaN
424,2768486788871459456,4.4727527,14.8897874,0.03947,NaN
425,2367778980243090176,4.4786008,-17.9124471,0.03458,NaN
426,2799371898696899584,4.4930373,20.9536249,0.02773,NaN
427,2860810718671625344,4.4931171,30.4697178,0.0289,NaN
428,2799371898696899328,4.4952982,20.9551732,0.0277,NaN
429,2423292879948720000,4.4971213,-13.4556419,0.02692,NaN
430,4688481068771237248,4.5170615,-73.8600811,0.04259,NaN
431,2755139748502470272,4.5219562,11.4674177,0.03947,NaN
432,2752746111688997248,4.5691354,10.2026581,0.01677,NaN
433,378607281314502016,4.5815438,36.7850369,0.04302,NaN
434,378607212593768832,4.5828962,36.7834269,0.04252,NaN
435,2860839993168687872,4.5877822,30.955386,0.02827,NaN
436,4630867449747185280,4.609101,-82.1206722,0.03584,NaN
437,4901229043960053248,4.6097446,-63.4777579,0.04281,NaN
438,385334230892516480,4.6132263,44.0247867,0.00356,NaN
439,2748559824245253248,4.6148191,7.2397288,0.03731,NaN
440,2800327889697559296,4.6151412,21.8756421,0.03252,NaN
441,4706791231610892928,4.6190107,-67.0538616,0.04576,NaN
442,385334196532776576,4.6253007,44.0287445,0.00356,NaN
443,2309122753616241280,4.6277325,-35.0291792,0.03565,NaN
